document_number,posting_date,period,company_code,profit_center,cost_center,gl_account,amount,debit_credit,document_type,source
4900000317,2025-03-15,2025-03-01,2000,PC20,,400000,394177.95,C,RV,Billing
4900000318,2025-03-28,2025-03-01,3000,PC20,,400000,197088.97,C,RV,Billing
4900000319,2025-03-24,2025-03-01,1000,PC40,,400200,399871.85,C,RV,Billing
4900000320,2025-03-02,2025-03-01,2000,PC40,,400200,218111.92,C,RV,Billing
4900000321,2025-03-22,2025-03-01,3000,PC40,,400200,109055.96,C,RV,Billing
4900000322,2025-03-21,2025-03-01,1000,PC30,,400100,190624.69,C,RV,Billing
4900000323,2025-03-21,2025-03-01,2000,PC30,,400100,103977.11,C,RV,Billing
4900000324,2025-03-04,2025-03-01,3000,PC30,,400100,51988.55,C,RV,Billing
4900000325,2025-04-02,2025-04-01,1000,PC10,,400000,1014580.8,C,RV,Billing
4900000326,2025-04-13,2025-04-01,2000,PC10,,400000,553407.71,C,RV,Billing
4900000327,2025-04-24,2025-04-01,3000,PC10,,400000,276703.86,C,RV,Billing
4900000328,2025-04-11,2025-04-01,1000,PC20,,400000,737956.15,C,RV,Billing
4900000329,2025-04-26,2025-04-01,2000,PC20,,400000,402521.54,C,RV,Billing
4900000330,2025-04-28,2025-04-01,3000,PC20,,400000,201260.77,C,RV,Billing
4900000331,2025-04-04,2025-04-01,1000,PC40,,400200,402865.59,C,RV,Billing
4900000332,2025-04-08,2025-04-01,2000,PC40,,400200,219744.86,C,RV,Billing
4900000333,2025-04-07,2025-04-01,3000,PC40,,400200,109872.43,C,RV,Billing
4900000334,2025-04-07,2025-04-01,1000,PC30,,400100,182649.92,C,RV,Billing
4900000335,2025-04-18,2025-04-01,2000,PC30,,400100,99627.23,C,RV,Billing
4900000336,2025-04-15,2025-04-01,3000,PC30,,400100,49813.61,C,RV,Billing
4900000337,2025-05-05,2025-05-01,1000,PC10,,400000,1037861.95,C,RV,Billing
4900000338,2025-05-14,2025-05-01,2000,PC10,,400000,566106.52,C,RV,Billing
4900000339,2025-05-06,2025-05-01,3000,PC10,,400000,283053.26,C,RV,Billing
4900000340,2025-05-09,2025-05-01,1000,PC20,,400000,729872.33,C,RV,Billing
4900000341,2025-05-15,2025-05-01,2000,PC20,,400000,398112.18,C,RV,Billing
4900000342,2025-05-08,2025-05-01,3000,PC20,,400000,199056.09,C,RV,Billing
4900000343,2025-05-28,2025-05-01,1000,PC40,,400200,402757.94,C,RV,Billing
4900000344,2025-05-03,2025-05-01,2000,PC40,,400200,219686.15,C,RV,Billing
4900000345,2025-05-15,2025-05-01,3000,PC40,,400200,109843.07,C,RV,Billing
4900000346,2025-05-26,2025-05-01,1000,PC30,,400100,177939.26,C,RV,Billing
4900000347,2025-05-28,2025-05-01,2000,PC30,,400100,97057.78,C,RV,Billing
4900000348,2025-05-28,2025-05-01,3000,PC30,,400100,48528.89,C,RV,Billing
4900000349,2025-06-18,2025-06-01,1000,PC10,,400000,1050733.19,C,RV,Billing
4900000350,2025-06-04,2025-06-01,2000,PC10,,400000,573127.19,C,RV,Billing
4900000351,2025-06-02,2025-06-01,3000,PC10,,400000,286563.6,C,RV,Billing
4900000352,2025-06-21,2025-06-01,1000,PC20,,400000,740221.91,C,RV,Billing
4900000353,2025-06-18,2025-06-01,2000,PC20,,400000,403757.41,C,RV,Billing
4900000354,2025-06-27,2025-06-01,3000,PC20,,400000,201878.7,C,RV,Billing
4900000355,2025-06-01,2025-06-01,1000,PC40,,400200,407448.19,C,RV,Billing
4900000356,2025-06-03,2025-06-01,2000,PC40,,400200,222244.47,C,RV,Billing
4900000357,2025-06-25,2025-06-01,3000,PC40,,400200,111122.23,C,RV,Billing
4900000358,2025-06-28,2025-06-01,1000,PC30,,400100,213919.62,C,RV,Billing
4900000359,2025-06-08,2025-06-01,2000,PC30,,400100,116683.43,C,RV,Billing
4900000360,2025-06-06,2025-06-01,3000,PC30,,400100,58341.71,C,RV,Billing
4900000361,2025-07-14,2025-07-01,1000,PC10,,400000,1062904.8,C,RV,Billing
4900000362,2025-07-16,2025-07-01,2000,PC10,,400000,579766.26,C,RV,Billing
4900000363,2025-07-16,2025-07-01,3000,PC10,,400000,289883.13,C,RV,Billing
4900000364,2025-07-07,2025-07-01,1000,PC20,,400000,749765.96,C,RV,Billing
4900000365,2025-07-28,2025-07-01,2000,PC20,,400000,408963.25,C,RV,Billing
4900000366,2025-07-13,2025-07-01,3000,PC20,,400000,204481.63,C,RV,Billing
4900000367,2025-07-02,2025-07-01,1000,PC40,,400200,411464.01,C,RV,Billing
4900000368,2025-07-06,2025-07-01,2000,PC40,,400200,224434.92,C,RV,Billing
4900000369,2025-07-13,2025-07-01,3000,PC40,,400200,112217.46,C,RV,Billing
4900000370,2025-07-01,2025-07-01,1000,PC30,,400100,193896.15,C,RV,Billing
4900000371,2025-07-13,2025-07-01,2000,PC30,,400100,105761.54,C,RV,Billing
4900000372,2025-07-09,2025-07-01,3000,PC30,,400100,52880.77,C,RV,Billing
4900000373,2025-08-26,2025-08-01,1000,PC10,,400000,1074133.21,C,RV,Billing
4900000374,2025-08-26,2025-08-01,2000,PC10,,400000,585890.84,C,RV,Billing
4900000375,2025-08-15,2025-08-01,3000,PC10,,400000,292945.42,C,RV,Billing
4900000376,2025-08-10,2025-08-01,1000,PC20,,400000,756625.11,C,RV,Billing
4900000377,2025-08-14,2025-08-01,2000,PC20,,400000,412704.6,C,RV,Billing
4900000378,2025-08-23,2025-08-01,3000,PC20,,400000,206352.3,C,RV,Billing
4900000379,2025-08-24,2025-08-01,1000,PC40,,400200,413028.61,C,RV,Billing
4900000380,2025-08-26,2025-08-01,2000,PC40,,400200,225288.33,C,RV,Billing
4900000381,2025-08-18,2025-08-01,3000,PC40,,400200,112644.17,C,RV,Billing
4900000382,2025-08-22,2025-08-01,1000,PC30,,400100,197809.51,C,RV,Billing
4900000383,2025-08-23,2025-08-01,2000,PC30,,400100,107896.1,C,RV,Billing
4900000384,2025-08-16,2025-08-01,3000,PC30,,400100,53948.05,C,RV,Billing
4900000385,2025-09-05,2025-09-01,1000,PC10,,400000,1083943.25,C,RV,Billing
4900000386,2025-09-07,2025-09-01,2000,PC10,,400000,591241.77,C,RV,Billing
4900000387,2025-09-10,2025-09-01,3000,PC10,,400000,295620.89,C,RV,Billing
4900000388,2025-09-07,2025-09-01,1000,PC20,,400000,772130.71,C,RV,Billing
4900000389,2025-09-02,2025-09-01,2000,PC20,,400000,421162.2,C,RV,Billing
4900000390,2025-09-19,2025-09-01,3000,PC20,,400000,210581.1,C,RV,Billing
4900000391,2025-09-24,2025-09-01,1000,PC40,,400200,416862.46,C,RV,Billing
4900000392,2025-09-18,2025-09-01,2000,PC40,,400200,227379.52,C,RV,Billing
4900000393,2025-09-02,2025-09-01,3000,PC40,,400200,113689.76,C,RV,Billing
4900000394,2025-09-24,2025-09-01,1000,PC30,,400100,221661.97,C,RV,Billing
4900000395,2025-09-11,2025-09-01,2000,PC30,,400100,120906.53,C,RV,Billing
4900000396,2025-09-02,2025-09-01,3000,PC30,,400100,60453.26,C,RV,Billing
4900000397,2025-10-02,2025-10-01,1000,PC10,,400000,1104690.2,C,RV,Billing
4900000398,2025-10-19,2025-10-01,2000,PC10,,400000,602558.29,C,RV,Billing
4900000399,2025-10-16,2025-10-01,3000,PC10,,400000,301279.14,C,RV,Billing
4900000400,2025-10-17,2025-10-01,1000,PC20,,400000,778226.1,C,RV,Billing
4900000401,2025-10-28,2025-10-01,2000,PC20,,400000,424486.96,C,RV,Billing
4900000402,2025-10-17,2025-10-01,3000,PC20,,400000,212243.48,C,RV,Billing
4900000403,2025-10-06,2025-10-01,1000,PC40,,400200,418355.93,C,RV,Billing
4900000404,2025-10-02,2025-10-01,2000,PC40,,400200,228194.14,C,RV,Billing
4900000405,2025-10-17,2025-10-01,3000,PC40,,400200,114097.07,C,RV,Billing
4900000406,2025-10-03,2025-10-01,1000,PC30,,400100,191199.1,C,RV,Billing
4900000407,2025-10-28,2025-10-01,2000,PC30,,400100,104290.42,C,RV,Billing
4900000408,2025-10-06,2025-10-01,3000,PC30,,400100,52145.21,C,RV,Billing
4900000409,2025-11-03,2025-11-01,1000,PC10,,400000,1118676.51,C,RV,Billing
4900000410,2025-11-20,2025-11-01,2000,PC10,,400000,610187.19,C,RV,Billing
4900000411,2025-11-03,2025-11-01,3000,PC10,,400000,305093.59,C,RV,Billing
4900000412,2025-11-22,2025-11-01,1000,PC20,,400000,790118.31,C,RV,Billing
4900000413,2025-11-28,2025-11-01,2000,PC20,,400000,430973.62,C,RV,Billing
4900000414,2025-11-08,2025-11-01,3000,PC20,,400000,215486.81,C,RV,Billing
4900000415,2025-11-13,2025-11-01,1000,PC40,,400200,417643.78,C,RV,Billing
4900000416,2025-11-04,2025-11-01,2000,PC40,,400200,227805.7,C,RV,Billing
4900000417,2025-11-19,2025-11-01,3000,PC40,,400200,113902.85,C,RV,Billing
4900000418,2025-11-08,2025-11-01,1000,PC30,,400100,203856.03,C,RV,Billing
4900000419,2025-11-19,2025-11-01,2000,PC30,,400100,111194.2,C,RV,Billing
4900000420,2025-11-20,2025-11-01,3000,PC30,,400100,55597.1,C,RV,Billing
4900000421,2025-12-02,2025-12-01,1000,PC10,,400000,1143777.13,C,RV,Billing
4900000422,2025-12-20,2025-12-01,2000,PC10,,400000,623878.43,C,RV,Billing
4900000423,2025-12-03,2025-12-01,3000,PC10,,400000,311939.22,C,RV,Billing
4900000424,2025-12-14,2025-12-01,1000,PC20,,400000,799546.3,C,RV,Billing
4900000425,2025-12-22,2025-12-01,2000,PC20,,400000,436116.17,C,RV,Billing
4900000426,2025-12-19,2025-12-01,3000,PC20,,400000,218058.08,C,RV,Billing
4900000427,2025-12-19,2025-12-01,1000,PC40,,400200,422550.62,C,RV,Billing
4900000428,2025-12-17,2025-12-01,2000,PC40,,400200,230482.16,C,RV,Billing
4900000429,2025-12-11,2025-12-01,3000,PC40,,400200,115241.08,C,RV,Billing
4900000430,2025-12-09,2025-12-01,1000,PC30,,400100,189651.92,C,RV,Billing
4900000431,2025-12-07,2025-12-01,2000,PC30,,400100,103446.5,C,RV,Billing
4900000432,2025-12-22,2025-12-01,3000,PC30,,400100,51723.25,C,RV,Billing
4900000433,2026-01-23,2026-01-01,1000,PC10,,400000,1152491.42,C,RV,Billing
4900000434,2026-01-11,2026-01-01,2000,PC10,,400000,628631.69,C,RV,Billing
4900000435,2026-01-08,2026-01-01,3000,PC10,,400000,314315.84,C,RV,Billing
4900000436,2026-01-09,2026-01-01,1000,PC20,,400000,804658.8,C,RV,Billing
4900000437,2026-01-13,2026-01-01,2000,PC20,,400000,438904.8,C,RV,Billing
4900000438,2026-01-05,2026-01-01,3000,PC20,,400000,219452.4,C,RV,Billing
4900000439,2026-01-22,2026-01-01,1000,PC40,,400200,422363.09,C,RV,Billing
4900000440,2026-01-21,2026-01-01,2000,PC40,,400200,230379.87,C,RV,Billing
4900000441,2026-01-10,2026-01-01,3000,PC40,,400200,115189.93,C,RV,Billing
4900000442,2026-01-15,2026-01-01,1000,PC30,,400100,192593.08,C,RV,Billing
4900000443,2026-01-11,2026-01-01,2000,PC30,,400100,105050.77,C,RV,Billing
4900000444,2026-01-25,2026-01-01,3000,PC30,,400100,52525.39,C,RV,Billing
4900000445,2026-02-03,2026-02-01,1000,PC10,,400000,1175572.31,C,RV,Billing
4900000446,2026-02-01,2026-02-01,2000,PC10,,400000,641221.26,C,RV,Billing
4900000447,2026-02-15,2026-02-01,3000,PC10,,400000,320610.63,C,RV,Billing
4900000448,2026-02-20,2026-02-01,1000,PC20,,400000,808691.65,C,RV,Billing
4900000449,2026-02-19,2026-02-01,2000,PC20,,400000,441104.54,C,RV,Billing
4900000450,2026-02-04,2026-02-01,3000,PC20,,400000,220552.27,C,RV,Billing
4900000451,2026-02-03,2026-02-01,1000,PC40,,400200,429934.18,C,RV,Billing
4900000452,2026-02-18,2026-02-01,2000,PC40,,400200,234509.55,C,RV,Billing
4900000453,2026-02-07,2026-02-01,3000,PC40,,400200,117254.78,C,RV,Billing
4900000454,2026-02-17,2026-02-01,1000,PC30,,400100,194210.88,C,RV,Billing
4900000455,2026-02-09,2026-02-01,2000,PC30,,400100,105933.21,C,RV,Billing
4900000456,2026-02-05,2026-02-01,3000,PC30,,400100,52966.6,C,RV,Billing
4900000457,2026-03-12,2026-03-01,1000,PC10,,400000,1172185.94,C,RV,Billing
4900000458,2026-03-03,2026-03-01,2000,PC10,,400000,639374.15,C,RV,Billing
4900000459,2026-03-08,2026-03-01,3000,PC10,,400000,319687.08,C,RV,Billing
4900000460,2026-03-12,2026-03-01,1000,PC20,,400000,818473.99,C,RV,Billing
4900000461,2026-03-10,2026-03-01,2000,PC20,,400000,446440.36,C,RV,Billing
4900000462,2026-03-06,2026-03-01,3000,PC20,,400000,223220.18,C,RV,Billing
4900000463,2026-03-15,2026-03-01,1000,PC40,,400200,429849.19,C,RV,Billing
4900000464,2026-03-27,2026-03-01,2000,PC40,,400200,234463.19,C,RV,Billing
4900000465,2026-03-18,2026-03-01,3000,PC40,,400200,117231.6,C,RV,Billing
4900000466,2026-03-23,2026-03-01,1000,PC30,,400100,201746.31,C,RV,Billing
4900000467,2026-03-10,2026-03-01,2000,PC30,,400100,110043.44,C,RV,Billing
4900000468,2026-03-20,2026-03-01,3000,PC30,,400100,55021.72,C,RV,Billing
4900000469,2026-04-26,2026-04-01,1000,PC10,,400000,1172103.89,C,RV,Billing
4900000470,2026-04-21,2026-04-01,2000,PC10,,400000,639329.4,C,RV,Billing
4900000471,2026-04-17,2026-04-01,3000,PC10,,400000,319664.7,C,RV,Billing
4900000472,2026-04-01,2026-04-01,1000,PC20,,400000,830621.99,C,RV,Billing
4900000473,2026-04-22,2026-04-01,2000,PC20,,400000,453066.54,C,RV,Billing
4900000474,2026-04-27,2026-04-01,3000,PC20,,400000,226533.27,C,RV,Billing
4900000475,2026-04-18,2026-04-01,1000,PC40,,400200,424019.5,C,RV,Billing
4900000476,2026-04-10,2026-04-01,2000,PC40,,400200,231283.36,C,RV,Billing
4900000477,2026-04-22,2026-04-01,3000,PC40,,400200,115641.68,C,RV,Billing
4900000478,2026-04-04,2026-04-01,1000,PC30,,400100,257484.95,C,RV,Billing
4900000479,2026-04-05,2026-04-01,2000,PC30,,400100,140446.34,C,RV,Billing
4900000480,2026-04-09,2026-04-01,3000,PC30,,400100,70223.17,C,RV,Billing
4900000481,2026-05-04,2026-05-01,1000,PC10,,400000,1179376.33,C,RV,Billing
4900000482,2026-05-04,2026-05-01,2000,PC10,,400000,643296.18,C,RV,Billing
4900000483,2026-05-24,2026-05-01,3000,PC10,,400000,321648.09,C,RV,Billing
4900000484,2026-05-18,2026-05-01,1000,PC20,,400000,844127.52,C,RV,Billing
4900000485,2026-05-05,2026-05-01,2000,PC20,,400000,460433.19,C,RV,Billing
4900000486,2026-05-09,2026-05-01,3000,PC20,,400000,230216.6,C,RV,Billing
4900000487,2026-05-10,2026-05-01,1000,PC40,,400200,422704.97,C,RV,Billing
4900000488,2026-05-20,2026-05-01,2000,PC40,,400200,230566.35,C,RV,Billing
4900000489,2026-05-07,2026-05-01,3000,PC40,,400200,115283.17,C,RV,Billing
4900000490,2026-05-23,2026-05-01,1000,PC30,,400100,238199.96,C,RV,Billing
4900000491,2026-05-11,2026-05-01,2000,PC30,,400100,129927.25,C,RV,Billing
4900000492,2026-05-07,2026-05-01,3000,PC30,,400100,64963.62,C,RV,Billing
4900000493,2026-06-22,2026-06-01,1000,PC10,,400000,1191556.93,C,RV,Billing
4900000494,2026-06-21,2026-06-01,2000,PC10,,400000,649940.14,C,RV,Billing
4900000495,2026-06-28,2026-06-01,3000,PC10,,400000,324970.07,C,RV,Billing
4900000496,2026-06-09,2026-06-01,1000,PC20,,400000,854602.56,C,RV,Billing
4900000497,2026-06-17,2026-06-01,2000,PC20,,400000,466146.85,C,RV,Billing
4900000498,2026-06-16,2026-06-01,3000,PC20,,400000,233073.42,C,RV,Billing
4900000499,2026-06-09,2026-06-01,1000,PC40,,400200,430406.43,C,RV,Billing
4900000500,2026-06-28,2026-06-01,2000,PC40,,400200,234767.14,C,RV,Billing
4900000501,2026-06-02,2026-06-01,3000,PC40,,400200,117383.57,C,RV,Billing
4900000502,2026-06-03,2026-06-01,1000,PC30,,400100,227149.85,C,RV,Billing
4900000503,2026-06-21,2026-06-01,2000,PC30,,400100,123899.92,C,RV,Billing
4900000504,2026-06-14,2026-06-01,3000,PC30,,400100,61949.96,C,RV,Billing
4900000505,2026-07-27,2026-07-01,1000,PC10,,400000,1204652.45,C,RV,Billing
4900000506,2026-07-09,2026-07-01,2000,PC10,,400000,657083.15,C,RV,Billing
4900000507,2026-07-02,2026-07-01,3000,PC10,,400000,328541.58,C,RV,Billing
4900000508,2026-07-01,2026-07-01,1000,PC20,,400000,869435.11,C,RV,Billing
4900000509,2026-07-11,2026-07-01,2000,PC20,,400000,474237.33,C,RV,Billing
4900000510,2026-07-25,2026-07-01,3000,PC20,,400000,237118.67,C,RV,Billing
4900000511,2026-07-05,2026-07-01,1000,PC40,,400200,428088.12,C,RV,Billing
4900000512,2026-07-21,2026-07-01,2000,PC40,,400200,233502.61,C,RV,Billing
4900000513,2026-07-09,2026-07-01,3000,PC40,,400200,116751.31,C,RV,Billing
4900000514,2026-07-06,2026-07-01,1000,PC30,,400100,173432.94,C,RV,Billing
4900000515,2026-07-24,2026-07-01,2000,PC30,,400100,94599.78,C,RV,Billing
4900000516,2026-07-15,2026-07-01,3000,PC30,,400100,47299.89,C,RV,Billing
4900000517,2026-08-18,2026-08-01,1000,PC10,,400000,1211929.88,C,RV,Billing
4900000518,2026-08-23,2026-08-01,2000,PC10,,400000,661052.66,C,RV,Billing
4900000519,2026-08-14,2026-08-01,3000,PC10,,400000,330526.33,C,RV,Billing
4900000520,2026-08-18,2026-08-01,1000,PC20,,400000,874393.34,C,RV,Billing
4900000521,2026-08-01,2026-08-01,2000,PC20,,400000,476941.82,C,RV,Billing
4900000522,2026-08-04,2026-08-01,3000,PC20,,400000,238470.91,C,RV,Billing
4900000523,2026-08-03,2026-08-01,1000,PC40,,400200,428894.62,C,RV,Billing
4900000524,2026-08-23,2026-08-01,2000,PC40,,400200,233942.52,C,RV,Billing
4900000525,2026-08-05,2026-08-01,3000,PC40,,400200,116971.26,C,RV,Billing
4900000526,2026-08-18,2026-08-01,1000,PC30,,400100,227757.2,C,RV,Billing
4900000527,2026-08-02,2026-08-01,2000,PC30,,400100,124231.2,C,RV,Billing
4900000528,2026-08-27,2026-08-01,3000,PC30,,400100,62115.6,C,RV,Billing
4900000529,2026-09-12,2026-09-01,1000,PC10,,400000,1214176.95,C,RV,Billing
4900000530,2026-09-19,2026-09-01,2000,PC10,,400000,662278.34,C,RV,Billing
4900000531,2026-09-18,2026-09-01,3000,PC10,,400000,331139.17,C,RV,Billing
4900000532,2026-09-05,2026-09-01,1000,PC20,,400000,891151.36,C,RV,Billing
4900000533,2026-09-14,2026-09-01,2000,PC20,,400000,486082.56,C,RV,Billing
4900000534,2026-09-05,2026-09-01,3000,PC20,,400000,243041.28,C,RV,Billing
4900000535,2026-09-02,2026-09-01,1000,PC40,,400200,431432.15,C,RV,Billing
4900000536,2026-09-10,2026-09-01,2000,PC40,,400200,235326.63,C,RV,Billing
4900000537,2026-09-12,2026-09-01,3000,PC40,,400200,117663.31,C,RV,Billing
4900000538,2026-09-26,2026-09-01,1000,PC30,,400100,198136.23,C,RV,Billing
4900000539,2026-09-28,2026-09-01,2000,PC30,,400100,108074.31,C,RV,Billing
4900000540,2026-09-02,2026-09-01,3000,PC30,,400100,54037.15,C,RV,Billing
4900000541,2026-10-12,2026-10-01,1000,PC10,,400000,1219886.13,C,RV,Billing
4900000542,2026-10-07,2026-10-01,2000,PC10,,400000,665392.44,C,RV,Billing
4900000543,2026-10-22,2026-10-01,3000,PC10,,400000,332696.22,C,RV,Billing
4900000544,2026-10-08,2026-10-01,1000,PC20,,400000,901527.56,C,RV,Billing
4900000545,2026-10-22,2026-10-01,2000,PC20,,400000,491742.3,C,RV,Billing
4900000546,2026-10-04,2026-10-01,3000,PC20,,400000,245871.15,C,RV,Billing
4900000547,2026-10-12,2026-10-01,1000,PC40,,400200,433494.2,C,RV,Billing
4900000548,2026-10-25,2026-10-01,2000,PC40,,400200,236451.38,C,RV,Billing
4900000549,2026-10-18,2026-10-01,3000,PC40,,400200,118225.69,C,RV,Billing
4900000550,2026-10-28,2026-10-01,1000,PC30,,400100,195237.59,C,RV,Billing
4900000551,2026-10-14,2026-10-01,2000,PC30,,400100,106493.23,C,RV,Billing
4900000552,2026-10-20,2026-10-01,3000,PC30,,400100,53246.61,C,RV,Billing
4900000553,2026-11-24,2026-11-01,1000,PC10,,400000,1241589.93,C,RV,Billing
4900000554,2026-11-05,2026-11-01,2000,PC10,,400000,677230.87,C,RV,Billing
4900000555,2026-11-08,2026-11-01,3000,PC10,,400000,338615.43,C,RV,Billing
4900000556,2026-11-28,2026-11-01,1000,PC20,,400000,912545.61,C,RV,Billing
4900000557,2026-11-06,2026-11-01,2000,PC20,,400000,497752.15,C,RV,Billing
4900000558,2026-11-26,2026-11-01,3000,PC20,,400000,248876.08,C,RV,Billing
4900000559,2026-11-26,2026-11-01,1000,PC40,,400200,433712.54,C,RV,Billing
4900000560,2026-11-06,2026-11-01,2000,PC40,,400200,236570.48,C,RV,Billing
4900000561,2026-11-14,2026-11-01,3000,PC40,,400200,118285.24,C,RV,Billing
4900000562,2026-11-01,2026-11-01,1000,PC30,,400100,218349.05,C,RV,Billing
4900000563,2026-11-06,2026-11-01,2000,PC30,,400100,119099.48,C,RV,Billing
4900000564,2026-11-24,2026-11-01,3000,PC30,,400100,59549.74,C,RV,Billing
4900000565,2026-12-11,2026-12-01,1000,PC10,,400000,1256876.32,C,RV,Billing
4900000566,2026-12-26,2026-12-01,2000,PC10,,400000,685568.9,C,RV,Billing
4900000567,2026-12-14,2026-12-01,3000,PC10,,400000,342784.45,C,RV,Billing
4900000568,2026-12-26,2026-12-01,1000,PC20,,400000,926532.64,C,RV,Billing
4900000569,2026-12-22,2026-12-01,2000,PC20,,400000,505381.44,C,RV,Billing
4900000570,2026-12-28,2026-12-01,3000,PC20,,400000,252690.72,C,RV,Billing
4900000571,2026-12-24,2026-12-01,1000,PC40,,400200,446077.53,C,RV,Billing
4900000572,2026-12-26,2026-12-01,2000,PC40,,400200,243315.02,C,RV,Billing
4900000573,2026-12-08,2026-12-01,3000,PC40,,400200,121657.51,C,RV,Billing
4900000574,2026-12-09,2026-12-01,1000,PC30,,400100,276842.33,C,RV,Billing
4900000575,2026-12-06,2026-12-01,2000,PC30,,400100,151004.91,C,RV,Billing
4900000576,2026-12-26,2026-12-01,3000,PC30,,400100,75502.45,C,RV,Billing
4900000577,2023-01-23,2023-01-01,1000,,CC100,600000,180230.71,D,SA,Payroll/AP
4900000578,2023-01-04,2023-01-01,1000,,CC100,600100,35487.43,D,SA,Payroll/AP
4900000579,2023-01-13,2023-01-01,1000,,CC100,600200,13407.54,D,SA,Payroll/AP
4900000580,2023-01-28,2023-01-01,1000,,CC100,610000,86352.15,D,SA,Payroll/AP
4900000581,2023-01-02,2023-01-01,1000,,CC100,620000,11678.76,D,SA,Payroll/AP
4900000582,2023-01-28,2023-01-01,1000,,CC100,630000,9017.04,D,SA,Payroll/AP
4900000583,2023-01-16,2023-01-01,1000,,CC100,640000,6902.24,D,SA,Payroll/AP
4900000584,2023-01-08,2023-01-01,2000,,CC100,600000,98315.02,D,SA,Payroll/AP
4900000585,2023-01-07,2023-01-01,2000,,CC100,600100,19811.75,D,SA,Payroll/AP
4900000586,2023-01-27,2023-01-01,2000,,CC100,600200,7393.57,D,SA,Payroll/AP
4900000587,2023-01-15,2023-01-01,2000,,CC100,610000,44669.18,D,SA,Payroll/AP
4900000588,2023-01-12,2023-01-01,2000,,CC100,620000,5646.4,D,SA,Payroll/AP
4900000589,2023-01-10,2023-01-01,2000,,CC100,630000,5211.4,D,SA,Payroll/AP
4900000590,2023-01-27,2023-01-01,2000,,CC100,640000,3115.88,D,SA,Payroll/AP
4900000591,2023-01-26,2023-01-01,3000,,CC100,600000,50215.28,D,SA,Payroll/AP
4900000592,2023-01-28,2023-01-01,3000,,CC100,600100,10188.23,D,SA,Payroll/AP
4900000593,2023-01-08,2023-01-01,3000,,CC100,600200,3804.19,D,SA,Payroll/AP
4900000594,2023-01-08,2023-01-01,3000,,CC100,610000,24247.65,D,SA,Payroll/AP
4900000595,2023-01-01,2023-01-01,3000,,CC100,620000,3679.3,D,SA,Payroll/AP
4900000596,2023-01-22,2023-01-01,3000,,CC100,630000,2779.15,D,SA,Payroll/AP
4900000597,2023-01-07,2023-01-01,3000,,CC100,640000,1544.04,D,SA,Payroll/AP
4900000598,2023-01-13,2023-01-01,1000,,CC200,600000,309752.77,D,SA,Payroll/AP
4900000599,2023-01-11,2023-01-01,1000,,CC200,600100,64392.94,D,SA,Payroll/AP
4900000600,2023-01-09,2023-01-01,1000,,CC200,600200,24465.68,D,SA,Payroll/AP
4900000601,2023-01-28,2023-01-01,1000,,CC200,630000,30005.21,D,SA,Payroll/AP
4900000602,2023-01-03,2023-01-01,1000,,CC200,640000,11339.13,D,SA,Payroll/AP
4900000603,2023-01-25,2023-01-01,1000,,CC200,620000,6227.41,D,SA,Payroll/AP
4900000604,2023-01-09,2023-01-01,1000,,CC200,660000,11764.68,D,SA,Payroll/AP
4900000605,2023-01-12,2023-01-01,2000,,CC200,600000,171183.87,D,SA,Payroll/AP
4900000606,2023-01-21,2023-01-01,2000,,CC200,600100,34549.3,D,SA,Payroll/AP
4900000607,2023-01-17,2023-01-01,2000,,CC200,600200,13084.88,D,SA,Payroll/AP
