period,dim1,dim2,gl_account,line_type,budget_amount
2025-03-01,CC300,3000,600200,Opex,1874.46
2025-04-01,CC300,3000,600200,Opex,1958.34
2025-05-01,CC300,3000,600200,Opex,1908.72
2025-06-01,CC300,3000,600200,Opex,1918.78
2025-07-01,CC300,3000,600200,Opex,2003.7
2025-08-01,CC300,3000,600200,Opex,1872.23
2025-09-01,CC300,3000,600200,Opex,1990.55
2025-10-01,CC300,3000,600200,Opex,1903.58
2025-11-01,CC300,3000,600200,Opex,1980.41
2025-12-01,CC300,3000,600200,Opex,1974.35
2025-01-01,CC300,3000,630000,Opex,1145.66
2025-02-01,CC300,3000,630000,Opex,1229.54
2025-03-01,CC300,3000,630000,Opex,1252.94
2025-04-01,CC300,3000,630000,Opex,1208.04
2025-05-01,CC300,3000,630000,Opex,1361.11
2025-06-01,CC300,3000,630000,Opex,1117.3
2025-07-01,CC300,3000,630000,Opex,1090.97
2025-08-01,CC300,3000,630000,Opex,1185.29
2025-09-01,CC300,3000,630000,Opex,1361.43
2025-10-01,CC300,3000,630000,Opex,1342.63
2025-11-01,CC300,3000,630000,Opex,1417.69
2025-12-01,CC300,3000,630000,Opex,1170.34
2025-01-01,CC300,3000,640000,Opex,891.63
2025-02-01,CC300,3000,640000,Opex,858.81
2025-03-01,CC300,3000,640000,Opex,988.89
2025-04-01,CC300,3000,640000,Opex,878.86
2025-05-01,CC300,3000,640000,Opex,883.68
2025-06-01,CC300,3000,640000,Opex,857.32
2025-07-01,CC300,3000,640000,Opex,820.93
2025-08-01,CC300,3000,640000,Opex,930.66
2025-09-01,CC300,3000,640000,Opex,1090.29
2025-10-01,CC300,3000,640000,Opex,782.31
2025-11-01,CC300,3000,640000,Opex,1008.69
2025-12-01,CC300,3000,640000,Opex,1228.27
2025-01-01,CC300,3000,650000,Opex,4729.71
2025-02-01,CC300,3000,650000,Opex,5075.64
2025-03-01,CC300,3000,650000,Opex,4564.72
2025-04-01,CC300,3000,650000,Opex,4582.48
2025-05-01,CC300,3000,650000,Opex,4907.63
2025-06-01,CC300,3000,650000,Opex,5445.52
2025-07-01,CC300,3000,650000,Opex,5319.0
2025-08-01,CC300,3000,650000,Opex,4176.82
2025-09-01,CC300,3000,650000,Opex,5568.43
2025-10-01,CC300,3000,650000,Opex,4357.93
2025-11-01,CC300,3000,650000,Opex,3885.21
2025-12-01,CC300,3000,650000,Opex,4994.22
2025-01-01,CC300,3000,660000,Opex,1020.33
2025-02-01,CC300,3000,660000,Opex,939.67
2025-03-01,CC300,3000,660000,Opex,882.24
2025-04-01,CC300,3000,660000,Opex,974.67
2025-05-01,CC300,3000,660000,Opex,915.53
2025-06-01,CC300,3000,660000,Opex,991.96
2025-07-01,CC300,3000,660000,Opex,968.84
2025-08-01,CC300,3000,660000,Opex,919.49
2025-09-01,CC300,3000,660000,Opex,1081.95
2025-10-01,CC300,3000,660000,Opex,935.27
2025-11-01,CC300,3000,660000,Opex,1012.51
2025-12-01,CC300,3000,660000,Opex,1064.63
2025-01-01,CC400,1000,600000,Opex,126510.26
2025-02-01,CC400,1000,600000,Opex,129716.06
2025-03-01,CC400,1000,600000,Opex,137149.89
2025-04-01,CC400,1000,600000,Opex,135542.0
2025-05-01,CC400,1000,600000,Opex,134882.63
2025-06-01,CC400,1000,600000,Opex,138977.33
2025-07-01,CC400,1000,600000,Opex,141653.22
2025-08-01,CC400,1000,600000,Opex,134237.97
2025-09-01,CC400,1000,600000,Opex,146873.18
2025-10-01,CC400,1000,600000,Opex,147520.43
2025-11-01,CC400,1000,600000,Opex,161087.32
2025-12-01,CC400,1000,600000,Opex,152302.44
2025-01-01,CC400,1000,600100,Opex,26890.83
2025-02-01,CC400,1000,600100,Opex,27395.34
2025-03-01,CC400,1000,600100,Opex,27913.73
2025-04-01,CC400,1000,600100,Opex,27542.22
2025-05-01,CC400,1000,600100,Opex,28539.39
2025-06-01,CC400,1000,600100,Opex,28666.95
2025-07-01,CC400,1000,600100,Opex,29058.0
2025-08-01,CC400,1000,600100,Opex,29323.53
2025-09-01,CC400,1000,600100,Opex,29670.57
2025-10-01,CC400,1000,600100,Opex,30190.05
2025-11-01,CC400,1000,600100,Opex,29360.68
2025-12-01,CC400,1000,600100,Opex,30914.26
2025-01-01,CC400,1000,600200,Opex,10127.0
2025-02-01,CC400,1000,600200,Opex,10279.17
2025-03-01,CC400,1000,600200,Opex,10468.23
2025-04-01,CC400,1000,600200,Opex,10740.76
2025-05-01,CC400,1000,600200,Opex,10774.3
2025-06-01,CC400,1000,600200,Opex,10705.25
2025-07-01,CC400,1000,600200,Opex,10723.47
2025-08-01,CC400,1000,600200,Opex,11077.95
2025-09-01,CC400,1000,600200,Opex,11302.67
2025-10-01,CC400,1000,600200,Opex,11887.34
2025-11-01,CC400,1000,600200,Opex,11885.46
2025-12-01,CC400,1000,600200,Opex,11527.04
2025-01-01,CC400,1000,620000,Opex,3377.15
2025-02-01,CC400,1000,620000,Opex,4328.21
2025-03-01,CC400,1000,620000,Opex,3446.75
2025-04-01,CC400,1000,620000,Opex,3278.64
2025-05-01,CC400,1000,620000,Opex,4128.5
2025-06-01,CC400,1000,620000,Opex,3074.14
2025-07-01,CC400,1000,620000,Opex,3710.61
2025-08-01,CC400,1000,620000,Opex,3191.18
2025-09-01,CC400,1000,620000,Opex,3699.25
2025-10-01,CC400,1000,620000,Opex,3382.42
2025-11-01,CC400,1000,620000,Opex,3939.76
2025-12-01,CC400,1000,620000,Opex,3888.62
2025-01-01,CC400,1000,630000,Opex,9268.78
2025-02-01,CC400,1000,630000,Opex,9379.33
2025-03-01,CC400,1000,630000,Opex,8977.09
2025-04-01,CC400,1000,630000,Opex,9958.12
2025-05-01,CC400,1000,630000,Opex,9245.56
2025-06-01,CC400,1000,630000,Opex,9206.88
2025-07-01,CC400,1000,630000,Opex,8869.34
2025-08-01,CC400,1000,630000,Opex,9588.6
2025-09-01,CC400,1000,630000,Opex,9359.73
2025-10-01,CC400,1000,630000,Opex,9728.64
2025-11-01,CC400,1000,630000,Opex,9299.08
2025-12-01,CC400,1000,630000,Opex,8728.51
2025-01-01,CC400,1000,640000,Opex,5171.11
2025-02-01,CC400,1000,640000,Opex,5287.81
2025-03-01,CC400,1000,640000,Opex,5507.19
2025-04-01,CC400,1000,640000,Opex,4255.52
2025-05-01,CC400,1000,640000,Opex,5301.55
2025-06-01,CC400,1000,640000,Opex,5873.21
2025-07-01,CC400,1000,640000,Opex,5435.5
2025-08-01,CC400,1000,640000,Opex,5292.43
2025-09-01,CC400,1000,640000,Opex,5341.1
2025-10-01,CC400,1000,640000,Opex,5586.06
2025-11-01,CC400,1000,640000,Opex,5718.43
2025-12-01,CC400,1000,640000,Opex,5937.28
2025-01-01,CC400,2000,600000,Opex,70516.44
2025-02-01,CC400,2000,600000,Opex,71283.81
2025-03-01,CC400,2000,600000,Opex,73827.8
2025-04-01,CC400,2000,600000,Opex,76206.58
2025-05-01,CC400,2000,600000,Opex,75870.72
2025-06-01,CC400,2000,600000,Opex,76792.65
2025-07-01,CC400,2000,600000,Opex,72623.86
2025-08-01,CC400,2000,600000,Opex,76950.22
2025-09-01,CC400,2000,600000,Opex,81183.68
2025-10-01,CC400,2000,600000,Opex,77631.72
2025-11-01,CC400,2000,600000,Opex,80777.28
2025-12-01,CC400,2000,600000,Opex,80401.75
2025-01-01,CC400,2000,600100,Opex,14657.58
2025-02-01,CC400,2000,600100,Opex,14765.14
2025-03-01,CC400,2000,600100,Opex,14861.03
2025-04-01,CC400,2000,600100,Opex,15113.54
2025-05-01,CC400,2000,600100,Opex,15022.49
2025-06-01,CC400,2000,600100,Opex,15321.67
2025-07-01,CC400,2000,600100,Opex,15517.49
2025-08-01,CC400,2000,600100,Opex,15975.79
2025-09-01,CC400,2000,600100,Opex,15883.81
2025-10-01,CC400,2000,600100,Opex,16484.39
2025-11-01,CC400,2000,600100,Opex,16521.03
2025-12-01,CC400,2000,600100,Opex,17025.73
2025-01-01,CC400,2000,600200,Opex,5429.64
2025-02-01,CC400,2000,600200,Opex,5343.75
2025-03-01,CC400,2000,600200,Opex,5548.24
2025-04-01,CC400,2000,600200,Opex,5837.12
2025-05-01,CC400,2000,600200,Opex,5714.59
2025-06-01,CC400,2000,600200,Opex,5767.09
2025-07-01,CC400,2000,600200,Opex,5746.38
2025-08-01,CC400,2000,600200,Opex,5999.15
2025-09-01,CC400,2000,600200,Opex,6241.13
2025-10-01,CC400,2000,600200,Opex,6088.47
2025-11-01,CC400,2000,600200,Opex,6308.11
2025-12-01,CC400,2000,600200,Opex,6322.57
2025-01-01,CC400,2000,620000,Opex,1755.04
2025-02-01,CC400,2000,620000,Opex,1771.01
2025-03-01,CC400,2000,620000,Opex,2160.68
2025-04-01,CC400,2000,620000,Opex,2086.39
2025-05-01,CC400,2000,620000,Opex,2082.73
2025-06-01,CC400,2000,620000,Opex,2022.98
2025-07-01,CC400,2000,620000,Opex,2530.37
2025-08-01,CC400,2000,620000,Opex,1989.53
2025-09-01,CC400,2000,620000,Opex,1736.07
2025-10-01,CC400,2000,620000,Opex,1950.46
2025-11-01,CC400,2000,620000,Opex,2245.73
2025-12-01,CC400,2000,620000,Opex,1932.19
2025-01-01,CC400,2000,630000,Opex,4839.16
2025-02-01,CC400,2000,630000,Opex,4295.76
2025-03-01,CC400,2000,630000,Opex,4724.84
2025-04-01,CC400,2000,630000,Opex,3845.15
2025-05-01,CC400,2000,630000,Opex,5133.12
2025-06-01,CC400,2000,630000,Opex,4073.61
2025-07-01,CC400,2000,630000,Opex,4956.96
2025-08-01,CC400,2000,630000,Opex,4571.16
2025-09-01,CC400,2000,630000,Opex,5298.53
2025-10-01,CC400,2000,630000,Opex,5632.01
2025-11-01,CC400,2000,630000,Opex,4430.02
2025-12-01,CC400,2000,630000,Opex,4276.9
2025-01-01,CC400,2000,640000,Opex,2836.66
2025-02-01,CC400,2000,640000,Opex,2624.71
2025-03-01,CC400,2000,640000,Opex,2458.59
2025-04-01,CC400,2000,640000,Opex,2525.14
2025-05-01,CC400,2000,640000,Opex,2794.94
2025-06-01,CC400,2000,640000,Opex,3051.15
2025-07-01,CC400,2000,640000,Opex,3030.38
2025-08-01,CC400,2000,640000,Opex,3095.37
2025-09-01,CC400,2000,640000,Opex,3139.09
2025-10-01,CC400,2000,640000,Opex,3059.67
2025-11-01,CC400,2000,640000,Opex,3002.99
2025-12-01,CC400,2000,640000,Opex,3039.97
2025-01-01,CC400,3000,600000,Opex,35125.49
2025-02-01,CC400,3000,600000,Opex,36118.17
2025-03-01,CC400,3000,600000,Opex,35792.08
2025-04-01,CC400,3000,600000,Opex,37497.65
2025-05-01,CC400,3000,600000,Opex,37774.56
2025-06-01,CC400,3000,600000,Opex,37866.47
2025-07-01,CC400,3000,600000,Opex,37760.26
2025-08-01,CC400,3000,600000,Opex,39192.28
2025-09-01,CC400,3000,600000,Opex,37327.02
2025-10-01,CC400,3000,600000,Opex,39340.6
2025-11-01,CC400,3000,600000,Opex,39813.6
2025-12-01,CC400,3000,600000,Opex,42365.74
2025-01-01,CC400,3000,600100,Opex,7371.81
2025-02-01,CC400,3000,600100,Opex,7264.85
2025-03-01,CC400,3000,600100,Opex,7588.9
2025-04-01,CC400,3000,600100,Opex,7583.19
2025-05-01,CC400,3000,600100,Opex,7524.17
2025-06-01,CC400,3000,600100,Opex,7952.04
2025-07-01,CC400,3000,600100,Opex,7938.28
2025-08-01,CC400,3000,600100,Opex,7922.06
2025-09-01,CC400,3000,600100,Opex,8092.5
2025-10-01,CC400,3000,600100,Opex,8458.02
2025-11-01,CC400,3000,600100,Opex,8280.54
2025-12-01,CC400,3000,600100,Opex,8467.47
2025-01-01,CC400,3000,600200,Opex,2700.76
2025-02-01,CC400,3000,600200,Opex,2831.99
2025-03-01,CC400,3000,600200,Opex,2839.38
2025-04-01,CC400,3000,600200,Opex,2788.65
2025-05-01,CC400,3000,600200,Opex,2889.13
2025-06-01,CC400,3000,600200,Opex,2896.95
2025-07-01,CC400,3000,600200,Opex,2951.18
2025-08-01,CC400,3000,600200,Opex,2975.73
2025-09-01,CC400,3000,600200,Opex,3050.26
2025-10-01,CC400,3000,600200,Opex,3045.47
2025-11-01,CC400,3000,600200,Opex,3212.19
2025-12-01,CC400,3000,600200,Opex,3056.47
2025-01-01,CC400,3000,620000,Opex,1014.9
2025-02-01,CC400,3000,620000,Opex,922.44
2025-03-01,CC400,3000,620000,Opex,968.56
2025-04-01,CC400,3000,620000,Opex,1012.67
2025-05-01,CC400,3000,620000,Opex,1025.76
2025-06-01,CC400,3000,620000,Opex,873.02
2025-07-01,CC400,3000,620000,Opex,1033.44
2025-08-01,CC400,3000,620000,Opex,1114.23
2025-09-01,CC400,3000,620000,Opex,1011.4
2025-10-01,CC400,3000,620000,Opex,1104.9
2025-11-01,CC400,3000,620000,Opex,1081.91
2025-12-01,CC400,3000,620000,Opex,884.81
2025-01-01,CC400,3000,630000,Opex,1853.5
2025-02-01,CC400,3000,630000,Opex,2308.28
2025-03-01,CC400,3000,630000,Opex,2404.72
2025-04-01,CC400,3000,630000,Opex,2272.64
2025-05-01,CC400,3000,630000,Opex,2640.82
2025-06-01,CC400,3000,630000,Opex,2567.58
2025-07-01,CC400,3000,630000,Opex,2538.13
2025-08-01,CC400,3000,630000,Opex,2461.71
2025-09-01,CC400,3000,630000,Opex,2349.71
2025-10-01,CC400,3000,630000,Opex,3022.4
2025-11-01,CC400,3000,630000,Opex,2471.38
2025-12-01,CC400,3000,630000,Opex,2744.15
2025-01-01,CC400,3000,640000,Opex,1229.34
2025-02-01,CC400,3000,640000,Opex,1339.52
2025-03-01,CC400,3000,640000,Opex,1386.59
2025-04-01,CC400,3000,640000,Opex,1436.5
2025-05-01,CC400,3000,640000,Opex,1527.79
2025-06-01,CC400,3000,640000,Opex,1454.79
2025-07-01,CC400,3000,640000,Opex,1762.04
2025-08-01,CC400,3000,640000,Opex,1524.77
2025-09-01,CC400,3000,640000,Opex,1791.45
2025-10-01,CC400,3000,640000,Opex,1606.46
2025-11-01,CC400,3000,640000,Opex,1452.18
2025-12-01,CC400,3000,640000,Opex,1740.17
2025-01-01,CC500,1000,500000,Opex,288212.04
2025-02-01,CC500,1000,500000,Opex,347221.91
2025-03-01,CC500,1000,500000,Opex,373013.7
2025-04-01,CC500,1000,500000,Opex,443949.03
2025-05-01,CC500,1000,500000,Opex,414482.89
2025-06-01,CC500,1000,500000,Opex,387528.52
2025-07-01,CC500,1000,500000,Opex,420101.83
2025-08-01,CC500,1000,500000,Opex,389681.15
2025-09-01,CC500,1000,500000,Opex,494170.87
2025-10-01,CC500,1000,500000,Opex,402469.64
2025-11-01,CC500,1000,500000,Opex,416416.63
2025-12-01,CC500,1000,500000,Opex,374014.38
2025-01-01,CC500,1000,500100,Opex,206345.39
2025-02-01,CC500,1000,500100,Opex,154454.57
2025-03-01,CC500,1000,500100,Opex,134988.32
2025-04-01,CC500,1000,500100,Opex,165486.67
2025-05-01,CC500,1000,500100,Opex,173022.22
2025-06-01,CC500,1000,500100,Opex,182198.35
2025-07-01,CC500,1000,500100,Opex,154898.47
2025-08-01,CC500,1000,500100,Opex,166369.27
2025-09-01,CC500,1000,500100,Opex,177107.0
2025-10-01,CC500,1000,500100,Opex,192431.46
2025-11-01,CC500,1000,500100,Opex,193799.79
2025-12-01,CC500,1000,500100,Opex,158269.02
2025-01-01,CC500,1000,600000,Opex,80604.85
2025-02-01,CC500,1000,600000,Opex,83089.3
2025-03-01,CC500,1000,600000,Opex,86498.92
2025-04-01,CC500,1000,600000,Opex,86159.75
2025-05-01,CC500,1000,600000,Opex,86422.94
2025-06-01,CC500,1000,600000,Opex,87208.9
2025-07-01,CC500,1000,600000,Opex,86689.45
2025-08-01,CC500,1000,600000,Opex,89304.2
2025-09-01,CC500,1000,600000,Opex,91130.41
2025-10-01,CC500,1000,600000,Opex,92946.82
2025-11-01,CC500,1000,600000,Opex,95891.65
2025-12-01,CC500,1000,600000,Opex,94764.08
2025-01-01,CC500,1000,600100,Opex,16553.79
2025-02-01,CC500,1000,600100,Opex,17271.61
2025-03-01,CC500,1000,600100,Opex,16678.29
2025-04-01,CC500,1000,600100,Opex,18160.16
2025-05-01,CC500,1000,600100,Opex,17712.65
2025-06-01,CC500,1000,600100,Opex,18032.5
2025-07-01,CC500,1000,600100,Opex,18366.31
2025-08-01,CC500,1000,600100,Opex,19163.0
2025-09-01,CC500,1000,600100,Opex,18484.5
2025-10-01,CC500,1000,600100,Opex,19075.5
2025-11-01,CC500,1000,600100,Opex,19642.02
2025-12-01,CC500,1000,600100,Opex,19586.94
2025-01-01,CC500,1000,600200,Opex,6455.21
2025-02-01,CC500,1000,600200,Opex,6261.21
2025-03-01,CC500,1000,600200,Opex,6354.17
2025-04-01,CC500,1000,600200,Opex,6346.15
2025-05-01,CC500,1000,600200,Opex,6553.6
2025-06-01,CC500,1000,600200,Opex,6682.1
2025-07-01,CC500,1000,600200,Opex,6696.32
2025-08-01,CC500,1000,600200,Opex,7087.5
2025-09-01,CC500,1000,600200,Opex,7291.51
2025-10-01,CC500,1000,600200,Opex,6823.78
2025-11-01,CC500,1000,600200,Opex,7534.78
2025-12-01,CC500,1000,600200,Opex,7554.01
2025-01-01,CC500,2000,500000,Opex,206422.42
2025-02-01,CC500,2000,500000,Opex,218734.08
2025-03-01,CC500,2000,500000,Opex,210735.26
2025-04-01,CC500,2000,500000,Opex,225474.82
2025-05-01,CC500,2000,500000,Opex,234498.73
2025-06-01,CC500,2000,500000,Opex,241046.21
2025-07-01,CC500,2000,500000,Opex,236586.51
2025-08-01,CC500,2000,500000,Opex,228499.78
2025-09-01,CC500,2000,500000,Opex,211316.75
2025-10-01,CC500,2000,500000,Opex,265731.13
2025-11-01,CC500,2000,500000,Opex,249291.12
2025-12-01,CC500,2000,500000,Opex,166666.93
2025-01-01,CC500,2000,500100,Opex,90492.9
2025-02-01,CC500,2000,500100,Opex,88468.88
2025-03-01,CC500,2000,500100,Opex,77153.97
2025-04-01,CC500,2000,500100,Opex,87349.01
2025-05-01,CC500,2000,500100,Opex,86226.77
2025-06-01,CC500,2000,500100,Opex,79037.11
2025-07-01,CC500,2000,500100,Opex,81296.63
2025-08-01,CC500,2000,500100,Opex,111116.74
2025-09-01,CC500,2000,500100,Opex,106899.54
2025-10-01,CC500,2000,500100,Opex,109435.93
2025-11-01,CC500,2000,500100,Opex,97495.46
2025-12-01,CC500,2000,500100,Opex,95155.68
2025-01-01,CC500,2000,600000,Opex,45670.21
2025-02-01,CC500,2000,600000,Opex,43620.22
2025-03-01,CC500,2000,600000,Opex,45743.37
2025-04-01,CC500,2000,600000,Opex,45181.29
2025-05-01,CC500,2000,600000,Opex,47556.32
2025-06-01,CC500,2000,600000,Opex,46786.3
2025-07-01,CC500,2000,600000,Opex,47886.71
2025-08-01,CC500,2000,600000,Opex,49678.32
2025-09-01,CC500,2000,600000,Opex,50496.75
2025-10-01,CC500,2000,600000,Opex,50548.21
2025-11-01,CC500,2000,600000,Opex,51805.72
2025-12-01,CC500,2000,600000,Opex,51213.98
2025-01-01,CC500,2000,600100,Opex,9215.43
2025-02-01,CC500,2000,600100,Opex,9044.58
2025-03-01,CC500,2000,600100,Opex,9729.27
2025-04-01,CC500,2000,600100,Opex,9186.5
2025-05-01,CC500,2000,600100,Opex,9558.45
2025-06-01,CC500,2000,600100,Opex,9370.68
2025-07-01,CC500,2000,600100,Opex,9847.14
2025-08-01,CC500,2000,600100,Opex,10224.18
2025-09-01,CC500,2000,600100,Opex,10425.32
2025-10-01,CC500,2000,600100,Opex,10087.32
2025-11-01,CC500,2000,600100,Opex,10880.9
2025-12-01,CC500,2000,600100,Opex,10850.25
2025-01-01,CC500,2000,600200,Opex,3436.65
2025-02-01,CC500,2000,600200,Opex,3415.37
2025-03-01,CC500,2000,600200,Opex,3532.61
2025-04-01,CC500,2000,600200,Opex,3525.72
2025-05-01,CC500,2000,600200,Opex,3466.52
2025-06-01,CC500,2000,600200,Opex,3757.7
2025-07-01,CC500,2000,600200,Opex,3787.09
2025-08-01,CC500,2000,600200,Opex,3813.87
2025-09-01,CC500,2000,600200,Opex,3750.81
2025-10-01,CC500,2000,600200,Opex,3888.05
2025-11-01,CC500,2000,600200,Opex,3920.07
2025-12-01,CC500,2000,600200,Opex,3864.94
2025-01-01,CC500,3000,500000,Opex,98365.59
2025-02-01,CC500,3000,500000,Opex,104500.06
2025-03-01,CC500,3000,500000,Opex,113719.29
2025-04-01,CC500,3000,500000,Opex,92217.3
2025-05-01,CC500,3000,500000,Opex,116856.16
2025-06-01,CC500,3000,500000,Opex,109009.96
2025-07-01,CC500,3000,500000,Opex,108154.36
2025-08-01,CC500,3000,500000,Opex,99360.14
2025-09-01,CC500,3000,500000,Opex,133113.41
2025-10-01,CC500,3000,500000,Opex,92331.42
2025-11-01,CC500,3000,500000,Opex,114654.96
2025-12-01,CC500,3000,500000,Opex,111476.89
2025-01-01,CC500,3000,500100,Opex,42354.79
2025-02-01,CC500,3000,500100,Opex,42657.82
2025-03-01,CC500,3000,500100,Opex,45609.36
2025-04-01,CC500,3000,500100,Opex,46822.91
2025-05-01,CC500,3000,500100,Opex,48075.55
2025-06-01,CC500,3000,500100,Opex,44319.44
2025-07-01,CC500,3000,500100,Opex,45918.51
2025-08-01,CC500,3000,500100,Opex,49375.55
2025-09-01,CC500,3000,500100,Opex,45064.84
2025-10-01,CC500,3000,500100,Opex,43288.19
2025-11-01,CC500,3000,500100,Opex,50783.14
2025-12-01,CC500,3000,500100,Opex,55575.18
2025-01-01,CC500,3000,600000,Opex,22651.35
2025-02-01,CC500,3000,600000,Opex,22500.2
2025-03-01,CC500,3000,600000,Opex,22187.15
2025-04-01,CC500,3000,600000,Opex,24203.66
2025-05-01,CC500,3000,600000,Opex,23140.15
2025-06-01,CC500,3000,600000,Opex,23924.83
2025-07-01,CC500,3000,600000,Opex,24664.73
2025-08-01,CC500,3000,600000,Opex,25221.88
2025-09-01,CC500,3000,600000,Opex,25581.75
2025-10-01,CC500,3000,600000,Opex,24772.04
2025-11-01,CC500,3000,600000,Opex,25818.97
2025-12-01,CC500,3000,600000,Opex,26195.3
2025-01-01,CC500,3000,600100,Opex,4638.22
2025-02-01,CC500,3000,600100,Opex,4675.87
2025-03-01,CC500,3000,600100,Opex,4573.43
2025-04-01,CC500,3000,600100,Opex,4679.33
2025-05-01,CC500,3000,600100,Opex,4897.03
2025-06-01,CC500,3000,600100,Opex,4792.19
2025-07-01,CC500,3000,600100,Opex,4982.15
2025-08-01,CC500,3000,600100,Opex,5084.48
2025-09-01,CC500,3000,600100,Opex,5133.61
2025-10-01,CC500,3000,600100,Opex,5184.57
2025-11-01,CC500,3000,600100,Opex,5312.74
2025-12-01,CC500,3000,600100,Opex,5442.33
2025-01-01,CC500,3000,600200,Opex,1723.3
2025-02-01,CC500,3000,600200,Opex,1719.37
2025-03-01,CC500,3000,600200,Opex,1717.03
2025-04-01,CC500,3000,600200,Opex,1806.77
2025-05-01,CC500,3000,600200,Opex,1797.07
2025-06-01,CC500,3000,600200,Opex,1824.9
2025-07-01,CC500,3000,600200,Opex,1847.5
2025-08-01,CC500,3000,600200,Opex,1935.2
2025-09-01,CC500,3000,600200,Opex,1870.18
2025-10-01,CC500,3000,600200,Opex,1893.92
2025-11-01,CC500,3000,600200,Opex,1998.66
2025-12-01,CC500,3000,600200,Opex,1974.57
2026-01-01,PC10,1000,400000,Revenue,1164289.36
2026-02-01,PC10,1000,400000,Revenue,1186487.64
2026-03-01,PC10,1000,400000,Revenue,1175925.4
2026-04-01,PC10,1000,400000,Revenue,1217496.96
2026-05-01,PC10,1000,400000,Revenue,1245434.34
2026-06-01,PC10,1000,400000,Revenue,1260879.83
2026-07-01,PC10,1000,400000,Revenue,1275485.76
2026-08-01,PC10,1000,400000,Revenue,1288959.85
2026-09-01,PC10,1000,400000,Revenue,1300731.9
2026-10-01,PC10,1000,400000,Revenue,1325628.24
2026-11-01,PC10,1000,400000,Revenue,1342411.81
2026-12-01,PC10,1000,400000,Revenue,1372532.56
2026-01-01,PC10,2000,400000,Revenue,635066.92
2026-02-01,PC10,2000,400000,Revenue,647175.07
2026-03-01,PC10,2000,400000,Revenue,641413.85
2026-04-01,PC10,2000,400000,Revenue,664089.25
2026-05-01,PC10,2000,400000,Revenue,679327.82
2026-06-01,PC10,2000,400000,Revenue,687752.63
2026-07-01,PC10,2000,400000,Revenue,695719.51
2026-08-01,PC10,2000,400000,Revenue,703069.01
2026-09-01,PC10,2000,400000,Revenue,709490.12
2026-10-01,PC10,2000,400000,Revenue,723069.95
2026-11-01,PC10,2000,400000,Revenue,732224.63
2026-12-01,PC10,2000,400000,Revenue,748654.12
2026-01-01,PC10,3000,400000,Revenue,317533.46
2026-02-01,PC10,3000,400000,Revenue,323587.54
2026-03-01,PC10,3000,400000,Revenue,320706.92
2026-04-01,PC10,3000,400000,Revenue,332044.63
2026-05-01,PC10,3000,400000,Revenue,339663.91
2026-06-01,PC10,3000,400000,Revenue,343876.32
2026-07-01,PC10,3000,400000,Revenue,347859.76
2026-08-01,PC10,3000,400000,Revenue,351534.5
2026-09-01,PC10,3000,400000,Revenue,354745.07
2026-10-01,PC10,3000,400000,Revenue,361534.97
2026-11-01,PC10,3000,400000,Revenue,366112.31
2026-12-01,PC10,3000,400000,Revenue,374327.06
2026-01-01,PC20,1000,400000,Revenue,847143.22
2026-02-01,PC20,1000,400000,Revenue,865551.66
2026-03-01,PC20,1000,400000,Revenue,867191.48
2026-04-01,PC20,1000,400000,Revenue,885547.38
2026-05-01,PC20,1000,400000,Revenue,875846.8
2026-06-01,PC20,1000,400000,Revenue,888266.29
2026-07-01,PC20,1000,400000,Revenue,899719.15
2026-08-01,PC20,1000,400000,Revenue,907950.13
2026-09-01,PC20,1000,400000,Revenue,926556.85
2026-10-01,PC20,1000,400000,Revenue,933871.32
2026-11-01,PC20,1000,400000,Revenue,948141.97
2026-12-01,PC20,1000,400000,Revenue,959455.56
2026-01-01,PC20,2000,400000,Revenue,462078.12
2026-02-01,PC20,2000,400000,Revenue,472119.08
2026-03-01,PC20,2000,400000,Revenue,473013.54
2026-04-01,PC20,2000,400000,Revenue,483025.85
2026-05-01,PC20,2000,400000,Revenue,477734.62
2026-06-01,PC20,2000,400000,Revenue,484508.89
2026-07-01,PC20,2000,400000,Revenue,490755.9
2026-08-01,PC20,2000,400000,Revenue,495245.52
2026-09-01,PC20,2000,400000,Revenue,505394.64
2026-10-01,PC20,2000,400000,Revenue,509384.35
2026-11-01,PC20,2000,400000,Revenue,517168.34
2026-12-01,PC20,2000,400000,Revenue,523339.4
2026-01-01,PC20,3000,400000,Revenue,231039.06
2026-02-01,PC20,3000,400000,Revenue,236059.55
2026-03-01,PC20,3000,400000,Revenue,236506.76
2026-04-01,PC20,3000,400000,Revenue,241512.92
2026-05-01,PC20,3000,400000,Revenue,238867.31
2026-06-01,PC20,3000,400000,Revenue,242254.44
2026-07-01,PC20,3000,400000,Revenue,245377.96
2026-08-01,PC20,3000,400000,Revenue,247622.76
2026-09-01,PC20,3000,400000,Revenue,252697.32
2026-10-01,PC20,3000,400000,Revenue,254692.18
2026-11-01,PC20,3000,400000,Revenue,258584.17
2026-12-01,PC20,3000,400000,Revenue,261669.7
2026-01-01,PC30,1000,400100,Revenue,233476.49
2026-02-01,PC30,1000,400100,Revenue,249568.02
2026-03-01,PC30,1000,400100,Revenue,228749.63
2026-04-01,PC30,1000,400100,Revenue,219179.9
2026-05-01,PC30,1000,400100,Revenue,213527.11
2026-06-01,PC30,1000,400100,Revenue,256703.54
2026-07-01,PC30,1000,400100,Revenue,232675.38
2026-08-01,PC30,1000,400100,Revenue,237371.41
